manufacturer,model,engine,transmission,drivetrain,fuel_type
Ford,Thunderbird,,Automatic CVT,Rear-wheel Drive,Gasoline
Ford,Thunderbird Base,429  V8,3-Speed Automatic,,
Ford,Thunderbird Super,3.8L V6 12V MPFI OHV Supercharged,4-Speed Automatic,,Gasoline
Ford,Thunderbird Base,390 V-8,Automatic 3 speed,,
Ford,Thunderbird Base,390 CID V8,3-Spd Automatic,,
Ford,Thunderbird Base,312,3 Speed automatic,,
Ford,Thunderbird Base,V8,Automatic,Unknown,Unspecified
Ford,Thunderbird HARD TOP,4.8L V8,Automatic,Rear-wheel Drive,Gasoline
Ford,Thunderbird AND GROUP,7.5L V8,SELECTSHIFT CRUISE O MATIC,Rear-wheel Drive,Gasoline
Ford,Thunderbird LX,4.6L V-8 engine with 205HP,Automatic,Front-wheel Drive,Gasoline
Ford,Thunderbird Base,390 CID V8,3-speed Automatic,,
Ford,Thunderbird 50th Anniversary,"3.9L V-8 DOHC, variable valve control, engine with 280HP",4 speed Automatic,Rear-wheel Drive,Gasoline
Ford,Thunderbird,Gasoline,,,
Ford,Thunderbird,5.3L V8,3-Speed Automatic,,Gasoline
Ford,Thunderbird Base,292 Y-Block V8,Automatic,,
Ford,Thunderbird Base,6.4L V8,Automatic,Rear-wheel Drive,Gasoline
Ford,Thunderbird F,8 THUNDER JET 429,Automatic,Rear-wheel Drive,
Ford,Thunderbird Base,I,Automatic,Rear-wheel Drive,Gasoline
Ford,Thunderbird Premium,"3.9L V-8 DOHC, variable valve control, engine with 280HP",5-Spd Automatic,Rear-wheel Drive,Gasoline
Ford,Thunderbird Base,430 V8,Cruise-O-Matic Automatic,,
Ford,Thunderbird Base,,,,
Ford,Thunderbird Base,352 V8,Automatic,,
Ford,Thunderbird LT,3.9L V8 32V MPFI DOHC,5-Speed Automatic,Rear-wheel Drive,Gasoline
Ford,Thunderbird 50th Anniversary,280.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,A/T,Rear-wheel Drive,Gasoline
Ford,Thunderbird Base,392ci V8,Automatic,Rear-wheel Drive,Gasoline
Ford,Thunderbird Base,312ci V8,,Rear-wheel Drive,Gasoline
Ford,Thunderbird Base,429 THUNDERJET  V8,Automatic,,
Ford,Thunderbird Turbo,2.3L I4 8V SOHC Turbo,,RWD,Gasoline
Ford,Thunderbird Base,312 CID V8,Automatic,,
Ford,Thunderbird Base,312 V8 4 barrel,2 Speed Automatic,,
Ford,Thunderbird Base,LS3 V8,4L60  Automatic,,
Ford,Thunderbird,3.8L V6 12V OHV,4-Speed Automatic,Rear-wheel Drive,Gasoline
Ford,Thunderbird Base,8 Cylinder Engine,Automatic,,Gasoline
Ford,Thunderbird Base,292 CID V8,2 Speed Automatic,,
Ford,Thunderbird,8 SELECT,Automatic,Rear-wheel Drive,
Ford,Thunderbird Base,,Automatic,,Gasoline
Ford,Thunderbird Base,312 ci,auto,,
Ford,Thunderbird Base,V6 Cylinder Engine,3 speed w/overdrive Automatic,,Gasoline
Ford,Thunderbird Base,312 CID V8,3-Speed Manual w/ OD,,
Ford,Thunderbird 50th Anniversary,Gas V8 3.9L/240,Automatic,Rear-wheel Drive,Gasoline
Ford,Thunderbird Super,V6 Cylinder Engine,Automatic,Front-wheel Drive,Gasoline
Ford,Thunderbird Premium,3.9L,Automatic,Rear-wheel Drive,Gasoline
Ford,Thunderbird,5.8L 8 Cyl.,Automatic,Rear-wheel Drive,Gasoline
Ford,Thunderbird Deluxe,280.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,A/T,Rear-wheel Drive,Gasoline
Ford,Thunderbird Base,429 Thunderjet  V8,Automatic,,
Ford,Thunderbird Base,312 CID V8,3 speed Manual,,
Ford,Thunderbird Base,292CID V8,Automatic,,
Ford,Thunderbird DELUXE/PREMIUM,3.9L V8 32V MPFI DOHC,5-Speed Automatic,Rear-wheel Drive,Gasoline
Ford,Thunderbird Base,292 V8,3 Speed Manual,,
Ford,Five Hundred SEL,3.0L V6 24V MPFI DOHC,6-Speed Automatic,Front-wheel Drive,Gasoline
Ford,Five Hundred Limited,3.0L V6 24V MPFI DOHC,Automatic,Front-wheel Drive,Gasoline
Ford,Five Hundred SEL,"Duratec 3L V-6 DOHC, engine with 203HP",Automatic,Front-wheel Drive,Gasoline
Ford,Five Hundred Limited,3.0L V6 24V MPFI DOHC,Automatic CVT,All-wheel Drive,Gasoline
Ford,Five Hundred SE,"Duratec 3L V-6 DOHC, engine with 203HP",6-Speed Automatic,Front-wheel Drive,Gasoline
Ford,Five Hundred Limited,3.0L DOHC SMPI 24-valve V6 Duratec engine,Automatic,All-wheel Drive,Gasoline
Ford,Five Hundred SEL,203.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Front-wheel Drive,Gasoline
Ford,Five Hundred SE,3.0L V6 24V MPFI DOHC,Automatic,Front-wheel Drive,Gasoline
Ford,Five Hundred SE,3.0L V6 24V MPFI DOHC,Automatic CVT,Front-wheel Drive,Gasoline
Ford,Five Hundred Limited,203.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Front-wheel Drive,Gasoline
Ford,Five Hundred SE,203.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,CVT Transmission,All-wheel Drive,Gasoline
Ford,Five Hundred SEL,3.0L V6 24V MPFI DOHC,Automatic CVT,All-wheel Drive,Gasoline
Ford,Five Hundred Limited,3.0L V6 24V MPFI DOHC,6-Speed Automatic,Front-wheel Drive,Gasoline
Ford,Five Hundred SEL,"Duratec 3L V-6 DOHC, engine with 203HP",Automatic 6-Speed,Front-wheel Drive,Gasoline
Ford,F-350 XLT,6.2L V8 16V MPFI SOHC Flexible Fuel,6-Speed Automatic,Four-wheel Drive,E85 Flex Fuel
Ford,F-350 Platinum,6.7L V8 32V DDI OHV Turbo Diesel,6-Speed Automatic,Four-wheel Drive,Diesel
Ford,F-350 XL,6.7L V8 32V DDI OHV Turbo Diesel,10-Speed Automatic,Four-wheel Drive,Diesel
Ford,F-350 Lariat Super Duty,6.7L V8 32V DDI OHV Turbo Diesel,10-Speed Automatic,Four-wheel Drive,Diesel
Ford,F-350 XL,"Powerstroke 6.7L V-8 diesel direct injection, intercooled turbo,",Automatic,Four-wheel Drive,Diesel
Ford,F-350 Lariat Super Duty,6.7L V8 32V DDI OHV Turbo Diesel,6-Speed Automatic,Four-wheel Drive,Diesel
Ford,F-350 Super Duty,6.2L V8 16V MPFI SOHC Flexible Fuel,10-Speed Automatic,Four-wheel Drive,E85 Flex Fuel
Ford,F-350 XLT,6.2L V8 16V MPFI SOHC,6-Speed Automatic,Four-wheel Drive,Gasoline
Ford,F-350 King Ranch,6.7L V8 32V DDI OHV Turbo Diesel,10-Speed Automatic,Four-wheel Drive,Diesel
Ford,F-350 XLT,6.7L V8 32V DDI OHV Turbo Diesel,10-Speed Automatic,Four-wheel Drive,Diesel
Ford,F-350 XLT,5.4L V8 16V MPFI SOHC,4-Speed Automatic,Four-wheel Drive,Gasoline
Ford,F-350 LARIAT SUPER DUTY,6.7L POWER STROKE V8 DIESEL,10-SPEED AUTOMATIC TRANS,,
Ford,F-350 LARIAT SUPER DUTY,6.2L EFI V-8 ENGINE,10-SPEED AUTOMATIC,,
Ford,F-350 Platinum,6.7L V8 32V DDI OHV Turbo Diesel,10-Speed Automatic,Four-wheel Drive,Diesel
Ford,F-350 XL,6.7L V8 32V DDI OHV Turbo Diesel,6-Speed Automatic,Four-wheel Drive,Diesel
Ford,F-350 XLT,7.3L V8 16V MPFI OHV,10-Speed Automatic,Four-wheel Drive,Gasoline
Ford,F-350 Super Duty,6.2L V8 16V MPFI SOHC,6-Speed Automatic,Four-wheel Drive,Gasoline
Ford,F-350 King Ranch,6.7L V8 32V DDI OHV Turbo Diesel,6-Speed Automatic,Four-wheel Drive,Diesel
Ford,F-350 XLT,6.7L V8 32V DDI OHV Turbo Diesel,6-Speed Automatic,Four-wheel Drive,Diesel
Ford,F-350 Lariat,Intercooled Turbo Diesel V-8 6.7 L/406,Automatic,Four-wheel Drive,Diesel
Ford,F-350 PLATINUM,6.7L POWER STROKE V8 DIESEL,10-SPEED AUTOMATIC TRANS,,
Ford,F-350 XL,6.2L V8 16V MPFI SOHC,6-Speed Automatic,Rear-wheel Drive,Gasoline
Ford,F-350 XLT,6.7L V8 32V DDI OHV Turbo Diesel,6-Speed Automatic,4WD,Diesel
Ford,F-350 XLT,"Powerstroke 6.7L V-8 diesel direct injection, intercooled turbo,",Automatic,Four-wheel Drive,Diesel
Ford,F-350 Platinum,Intercooled Turbo Diesel V-8 6.7 L/406,Automatic,Four-wheel Drive,Diesel
Ford,F-350 Limited,"Powerstroke 6.7L V-8 diesel direct injection, intercooled turbo,",Automatic,Four-wheel Drive,Diesel
Ford,F-350 King Ranch,"Powerstroke 6.7L V-8 diesel direct injection, intercooled turbo,",Auto,Four-wheel Drive,Diesel
Ford,F-350 XL,6.2L V8 16V MPFI SOHC Flexible Fuel,6-Speed Automatic,Rear-wheel Drive,E85 Flex Fuel
Ford,F-350 Limited,6.7L V8 32V DDI OHV Turbo Diesel,10-Speed Automatic,Four-wheel Drive,Diesel
Ford,F-350 XL,6.8L V10 30V MPFI SOHC,5-Speed Automatic,4WD,Gasoline
Ford,F-350 XL,"7.3L V-8 DEVCT variable valve control, engine with 430HP",Automatic,Four-wheel Drive,Gasoline
Ford,F-350 XLT,6.2L V8 16V MPFI SOHC Flexible Fuel,10-Speed Automatic,Four-wheel Drive,E85 Flex Fuel
Ford,F-350 Lariat Super Duty,6.0L V8 32V DDI OHV Turbo Diesel,5-Speed Automatic,Four-wheel Drive,Diesel
Ford,F-350 XL,6.2L V8 16V MPFI SOHC Flexible Fuel,6-Speed Automatic,Four-wheel Drive,E85 Flex Fuel
Ford,F-350 XL,7.3L V8 16V MPFI OHV,10-Speed Automatic,Four-wheel Drive,Gasoline
Ford,F-350 Lariat Super Duty,6.7L V8 32V DDI OHV Turbo Diesel,10-Speed Automatic,4WD,Diesel
Ford,F-350 Platinum,"Powerstroke 6.7L V-8 diesel direct injection, intercooled turbo,",TorqShift 6-Speed Automatic,Four-wheel Drive,Diesel
Ford,F-350 Limited,6.7L V8 32V DDI OHV Turbo Diesel,6-Speed Automatic,Four-wheel Drive,Diesel
Ford,F-350 PICKUP/160,6.7L V8 32V DDI OHV Turbo Diesel,,Four-wheel Drive,Diesel
Ford,F-350 Lariat Super Duty,6.2L V8 16V MPFI SOHC,6-Speed Automatic,Four-wheel Drive,Gasoline
Ford,F-350 XLT,Intercooled Turbo Diesel V-8 6.7 L/406,Automatic,Four-wheel Drive,Diesel
Ford,F-350 Lariat,"Powerstroke 6.7L V-8 diesel direct injection, intercooled turbo,",Automatic,Four-wheel Drive,Diesel
Ford,F-350,6.7L V8 32V DDI OHV Turbo Diesel,6-Speed Automatic,Four-wheel Drive,Diesel
Ford,F-350 Super Duty,6.7L V8 32V DDI OHV Turbo Diesel,10-Speed Automatic,Four-wheel Drive,Diesel
Ford,F-350 Lariat,400.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,Four-wheel Drive,Diesel
Ford,F-350 XLT Crew Cab Super Duty,"Powerstroke 7.3L V-8 diesel direct injection, intercooled turbo,",Automatic,Four-wheel Drive,Diesel
Ford,F-350 Harley-Davidson,6.0L V8 32V DDI OHV Turbo Diesel,Automatic,Four-wheel Drive,Diesel
Ford,F-350 Super Duty,7.3L V8 16V DDI OHV Turbo Diesel,Automatic,Four-wheel Drive,Diesel
Ford,F-350 XL,8 Cylinder Engine,TorqShift 6-Speed Automatic,Four-wheel Drive,Diesel
Ford,F-350 Lariat Super Duty,6.4L V8 32V DDI OHV Twin Turbo Diesel,5-Speed Automatic,Four-wheel Drive,Diesel
Ford,F-350 XL,6.8L V10 30V MPFI SOHC,5-Speed Automatic,Four-wheel Drive,Gasoline
Ford,F-350 King Ranch,Intercooled Turbo Diesel V-8 6.7 L/406,Automatic,Four-wheel Drive,Diesel
Ford,F-350 XL,6.7L V8 32V DDI OHV Turbo Diesel,10-Speed Automatic,Rear-wheel Drive,Diesel
Ford,F-350 Lariat Super Duty,6.2L V8 16V MPFI SOHC Flexible Fuel,6-Speed Automatic,Four-wheel Drive,E85 Flex Fuel
Ford,F-350 Platinum,400.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,Four-wheel Drive,Diesel
Ford,F-350,6.0L V8 32V DDI OHV Turbo Diesel,5-Speed Automatic,Four-wheel Drive,Diesel
Ford,F-350 XLT,6.7L V8 32V DDI OHV Turbo Diesel,10-Speed Automatic,Rear-wheel Drive,Diesel
Ford,F-350,Intercooled Turbo Diesel V-8 6.7 L/406,Automatic,Four-wheel Drive,Diesel
Ford,F-350 XL,6.2L V8 16V MPFI SOHC Flexible Fuel,10-Speed Automatic,Rear-wheel Drive,E85 Flex Fuel
Ford,F-350 Super Duty,6.2L V8 16V MPFI SOHC Flexible Fuel,6-Speed Automatic,Four-wheel Drive,E85 Flex Fuel
Ford,F-350,,Automatic,,
Ford,F-350 XLT,"Powerstroke 6.7L V-8 diesel direct injection, intercooled turbo,",10-Speed Automatic,Four-wheel Drive,Diesel
Ford,F-350 XL,Intercooled Turbo Diesel V-8 6.7 L/406,Automatic,Four-wheel Drive,Diesel
Ford,F-350 LARIAT SUPER DUTY,6.7L POWER STROKE V8 DIESEL,6-SPEED AUTO TRANS,,
Ford,F-350 LARIAT SUPER DUTY,6.7L POWER STROKE V8 DIESEL,10-SPEED AUTOMATIC,,
Ford,F-350 Lariat,"Powerstroke 6.7L V-8 diesel direct injection, intercooled turbo,",6-Speed Automatic,Four-wheel Drive,Diesel
Ford,F-350 Lariat Super Duty,6.7L V8 32V DDI OHV Turbo Diesel,6-Speed Automatic,Rear-wheel Drive,Diesel
Ford,F-350 Lariat Super Duty,7.3L V8 16V MPFI OHV,10-Speed Automatic,Four-wheel Drive,Gasoline
Ford,F-350 XLT Crew Cab Super Duty,Triton 6.8L V-10 engine with 310HP,Manual,Four-wheel Drive,Gasoline
Ford,F-350 XL,6.0L V8 32V DDI OHV Turbo Diesel,,Rear-wheel Drive,Diesel
Ford,F-350 Lariat,8 Cylinder Engine,TORQSHIFT 10-SPEED AUTOMATIC,Four-wheel Drive,Diesel
Ford,F-350 Lariat,"Powerstroke 6.4L V-8 diesel direct injection, twin turbo, diesel",Manual,Four-wheel Drive,Diesel
Ford,F-350 XL,6.2L V8 16V MPFI SOHC Flexible Fuel,10-Speed Automatic,Four-wheel Drive,E85 Flex Fuel
Ford,F-350 XL,6.2L SOHC EFI 16-valve V8 flex-fuel engine -inc: engine idle met,Automatic,Four-wheel Drive,E85 Flex Fuel
Ford,F-350 Super Duty,6.7L V8 32V DDI OHV Turbo Diesel,6-Speed Automatic,Four-wheel Drive,Diesel
Ford,F-350 King Ranch,"Powerstroke 6.7L V-8 diesel direct injection, intercooled turbo,",Automatic,Four-wheel Drive,Diesel
Ford,F-350,"Powerstroke 6.7L V-8 diesel direct injection, intercooled turbo,",TorqShift 6-Speed Automatic with Overdrive,Four-wheel Drive,Diesel
Ford,F-350 XL SuperCab,"Powerstroke 6L V-8 diesel direct injection, intercooled turbo, d",Automatic,Four-wheel Drive,Diesel
Ford,F-350 XL,"Powerstroke 6.4L V-8 diesel direct injection, twin turbo, diesel",Automatic,Four-wheel Drive,Diesel
Ford,F-350 XL,6.2L V8 16V MPFI SOHC Flexible Fuel,6-Speed Automatic,4WD,Flexible Fuel
Ford,F-350,6.7L V8 32V DDI OHV Turbo Diesel,10-Speed Automatic,Four-wheel Drive,Diesel
Ford,F-350 XL,"6.2L V-8 variable valve control, engine with 316HP",Automatic,Rear-wheel Drive,Gasoline
Ford,F-350 XL,5.4L V8 16V MPFI SOHC,4-Speed Automatic,Four-wheel Drive,Gasoline
Ford,F-350 Platinum,7.3L V8 16V MPFI OHV,10-Speed Automatic,Four-wheel Drive,Gasoline
Ford,F-350 XLT,6.0L V8 32V DDI OHV Turbo Diesel,5-Speed Automatic,Four-wheel Drive,Diesel
Ford,F-350 Super Duty,6.0L V8 32V DDI OHV Turbo Diesel,,Four-wheel Drive,Diesel
Ford,F-350 XL,7.3L V8 16V MPFI OHV,10-Speed Automatic,4WD,Gasoline
Ford,F-350 Lariat Super Duty,6.7L V8 32V DDI OHV Turbo Diesel,6-Speed Automatic,4WD,Diesel
Ford,F-350 Platinum,"Powerstroke 6.7L V-8 diesel direct injection, intercooled turbo,",Automatic,Four-wheel Drive,Diesel
Ford,F-350 XL,6.2L V8 16V MPFI SOHC,6-Speed Automatic,Four-wheel Drive,Gasoline
Ford,F-350 Platinum,"Powerstroke 6.7L V-8 diesel direct injection, intercooled turbo,",10-Speed Automatic,Four-wheel Drive,Diesel
Ford,F-350 Lariat Super Duty,7.3L V8 16V DDI OHV Turbo Diesel,4-Speed Automatic,Four-wheel Drive,Diesel
Ford,F-350 XL,6.0L V8 32V DDI OHV Turbo Diesel,5-Speed Automatic,Four-wheel Drive,Diesel
Ford,F-350 XL,6.8L V10 20V MPFI SOHC,6-Speed Manual,Four-wheel Drive,Gasoline
Ford,F-350 XLT,6.2L 2-VALVE SOHC EFI NA V8 FLEX-FUEL  (STD),Automatic,Four-wheel Drive,Gasoline
Ford,F-350 4X2 2dr Regular Cab 137 in. WB,"Triton 5.4L V-8 variable valve control, engine with 300HP",Unspecified,Rear-wheel Drive,Gasoline
Ford,F-350 XLT,"7.3L V-8 DEVCT variable valve control, engine with 430HP",10-Speed Automatic,Four-wheel Drive,Gasoline
Ford,F-350 Lariat Super Duty,6.8L V10 30V MPFI SOHC,5-Speed Automatic,Four-wheel Drive,Gasoline
Ford,F-350 XL,"Powerstroke 6.7L V-8 diesel direct injection, intercooled turbo,","Automatic, 10-Spd w/SelectShift & TorqShift",Four-wheel Drive,Diesel
Ford,F-350 Platinum,"Powerstroke 6.7L V-8 diesel direct injection, intercooled turbo,",6-Speed Automatic,Four-wheel Drive,Diesel
Ford,F-350 Lariat Super Duty,7.3L V8 16V DDI OHV Turbo Diesel,Automatic,Four-wheel Drive,Diesel
Ford,F-350 Lariat Super Duty,7.3L V8 16V DDI OHV Turbo Diesel,4-Speed Automatic,4WD,Diesel
Ford,F-350,6.0L V8 32V DDI OHV Turbo Diesel,,Four-wheel Drive,Diesel
Ford,F-350 XL,,Automatic,Four-wheel Drive,
Ford,F-350 XLT,"6.2L V-8 variable valve control, engine with 385HP",Automatic,Four-wheel Drive,Gasoline
Ford,F-350 XLT,6.7L POWER STROKE V8 DIESEL,6-SPEED AUTO TRANS,,
Ford,F-350 KING RANCH,6.7L POWER STROKE V8 DIESEL,6-SPEED AUTO TRANS,,
Ford,F-350 KING RANCH,6.7L POWER STROKE V8 DIESEL,10-SPEED AUTOMATIC,,
Ford,F-350 XL,6.8L V10 20V MPFI SOHC,Automatic,Rear-wheel Drive,Gasoline
Ford,F-350 XL,"6.2L V-8 variable valve control, engine with 316HP",Automatic,Four-wheel Drive,Gasoline
Ford,F-350 XLT,6.4L V8 32V DDI OHV Twin Turbo Diesel,5-Speed Automatic,Four-wheel Drive,Diesel
Ford,F-350,6.7L POWER STROKE V8 DIESEL,6-SPEED AUTO TRANS,,
Ford,F-350 Super Duty,5.4L V8 24V MPFI SOHC,Manual,Four-wheel Drive,Gasoline
Ford,F-350 Custom,7.3L V8 16V DI OHV Diesel,4-Speed Automatic,Four-wheel Drive,Diesel
Ford,F-350 XL,6.2L EFI V-8 ENGINE,10-SPEED AUTOMATIC TRANS,,
Ford,F-350 King Ranch,6.2L V8 16V MPFI SOHC Flexible Fuel,6-Speed Automatic,Four-wheel Drive,E85 Flex Fuel
Ford,F-350 Super Duty,6.0L V8 32V DDI OHV Turbo Diesel,Automatic,Four-wheel Drive,Diesel
Ford,F-350 King Ranch,6.7L V8 32V DDI OHV Turbo Diesel,10-Speed Automatic,4WD,Diesel
Ford,F-350 XLT,Power Stroke 6.4L Diesel Twin Turbo V8 350hp 650ft lbs,Automatic,Four-wheel Drive,Diesel
Ford,F-350 Lariat Super Duty,5.4L V8 24V MPFI SOHC,Automatic,Four-wheel Drive,Gasoline
Ford,F-350 King Ranch,6.0L V8 32V DDI OHV Turbo Diesel,5-Speed Automatic with Overdrive,Four-wheel Drive,Diesel
Ford,F-350 Lariat,"Powerstroke 6.4L V-8 diesel direct injection, twin turbo, diesel",Automatic,Four-wheel Drive,Diesel
Ford,F-350 Lariat,8 Cylinder,Not Specified,Four-wheel Drive,Biodiesel
Ford,F-350 Lariat,"Powerstroke 6.7L V-8 diesel direct injection, intercooled turbo,",AUTOMATIC,Four-wheel Drive,Diesel
Ford,F-350 XL,7.3L V8 16V DI OHV Turbo Diesel,Automatic,Four-wheel Drive,Diesel
Ford,F-350 Limited,Intercooled Turbo Diesel V-8 6.7 L/406,Automatic,Four-wheel Drive,Diesel
Ford,F-350 XL,6.7L V8 32V DDI OHV Turbo Diesel,6-Speed Automatic,Rear-wheel Drive,Diesel
Ford,F-350 Lariat DRW,6.7L V8 32V DDI OHV Turbo Diesel,6-Speed Automatic,Four-wheel Drive,Diesel
Ford,F-350 XL,"6.2L V-8 variable valve control, engine with 316HP",Automatic 6-Speed,Four-wheel Drive,E85 Flex Fuel
Ford,F-350 XL,7.3L DECVT NA PFI V8 ENGINE,10-SPEED AUTOMATIC,,
Ford,F-350 King Ranch,6.7 TDSL V8,Automatic,Four-wheel Drive,Diesel
Ford,F-350 XLT,6.7L V8 32V DDI OHV Turbo Diesel,10-Speed Automatic,4WD,Diesel
Ford,F-350 King Ranch,7.3L V8 16V MPFI OHV,10-Speed Automatic,Four-wheel Drive,Gasoline
Ford,F-350 XL,6.7L V8 Turbocharger,Automatic,Rear-wheel Drive,Diesel
Ford,F-350 Lariat Super Duty,6.2L V8 16V MPFI SOHC Flexible Fuel,10-Speed Automatic,Four-wheel Drive,E85 Flex Fuel
Ford,F-350,6.4L V8 32V DDI OHV Twin Turbo Diesel,,Four-wheel Drive,Diesel
Ford,F-350 Lariat,6.7L V8 32V DDI OHV Turbo Diesel,6-Speed Automatic,Four-wheel Drive,Diesel
Ford,F-350 XL,6.4L V8 32V DDI OHV Twin Turbo Diesel,Manual,Four-wheel Drive,Diesel
Ford,F-350 XL,6.2L SOHC EFI 16-valve V8 flex-fuel engine -inc: engine idle met,Automatic,Rear-wheel Drive,E85 Flex Fuel
Ford,F-350 Lariat,"Powerstroke 6L V-8 diesel direct injection, intercooled turbo, d",6-Speed Automatic,Four-wheel Drive,Diesel
Ford,F-350 Lariat,"Powerstroke 6.7L V-8 diesel direct injection, intercooled turbo,",10-Speed Automatic,Four-wheel Drive,Diesel
Ford,F-350 SUPER DUTY,6.7L POWER STROKE V8 DIESEL,10-SPEED AUTOMATIC TRANS,,
Ford,F-350 SUPER DUTY,6.7L POWER STROKE V8 DIESEL,6-SPEED AUTO TRANS,,
Ford,F-350 STX,"Powerstroke 6.7L V-8 diesel direct injection, intercooled turbo,",Automatic,Four-wheel Drive,Diesel
Ford,F-350 Lariat Crew Cab Super Duty,350.0HP 6.4L 8 Cylinder Engine Diesel Fuel,A/T,Four-wheel Drive,Diesel
Ford,F-350 King Ranch,6.7L V8 32V DDI OHV Turbo Diesel,6-Speed Automatic,Rear-wheel Drive,Diesel
Ford,F-350 XLT,7.3L V8 16V DDI OHV Turbo Diesel,Automatic,4WD,Diesel
Ford,F-350 Lariat Super Duty,6.0L V8 32V DDI OHV Turbo Diesel,Automatic,Four-wheel Drive,Diesel
Ford,F-350 XL,6.2L V8,Automatic,Rear-wheel Drive,E85 Flex Fuel
Ford,F-350 XL,5.4L V8 16V MPFI SOHC,,Rear-wheel Drive,Gasoline
Ford,F-350 XLT,6.8L V10 20V MPFI SOHC,6-Speed Manual with Overdrive,Four-wheel Drive,Gasoline
Ford,F-350 Platinum,6.2L V8 16V MPFI SOHC,6-Speed Automatic,Four-wheel Drive,Gasoline
Ford,F-350,6.8L V10 30V MPFI SOHC,,Four-wheel Drive,Gasoline
Ford,F-350 Lariat,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,Transmission w/Dual Shift Mode,Four-wheel Drive,Diesel
Ford,F-350 XLT,6.0L V8 32V DDI OHV Turbo Diesel,Automatic,Four-wheel Drive,Diesel
Ford,F-350 XLT,7.3L V8 16V DDI OHV Turbo Diesel,Automatic,Four-wheel Drive,Diesel
Ford,F-350 XLT,"6.2L V-8 variable valve control, engine with 316HP",Automatic,Four-wheel Drive,E85 Flex Fuel
Ford,F-350 XL,7.5L V8 16V MPFI OHV,4-Speed Automatic,Rear-wheel Drive,Gasoline
Ford,F-350 XL,Regular Unleaded V-8 7.3 L,Automatic,Four-wheel Drive,Gasoline
Ford,F-350 Lariat Super Duty,6.4L V8 32V DDI OHV Twin Turbo Diesel,5-Speed Automatic with Overdrive,4WD,Diesel
Ford,F-350 XL Crew Cab,"7.3L V-8 turbo, diesel, engine with 210HP",Automatic,Rear-wheel Drive,Diesel
Ford,F-350 XLT,"6.2L V-8 variable valve control, engine with 316HP",Automatic,Four-wheel Drive,Gasoline
Ford,F-350 XLT,7.3L V8 16V DDI OHV Turbo Diesel,5-Speed Manual,Rear-wheel Drive,Diesel
Ford,F-350 King Ranch,6.4L V8 32V DDI OHV Twin Turbo Diesel,Automatic,Four-wheel Drive,Diesel
Ford,F-350 Lariat Super Duty,6.0L V8 32V DDI OHV Turbo Diesel,5-Speed Automatic with Overdrive,Four-wheel Drive,Diesel
Ford,F-350 Lariat,"Powerstroke 6.7L V-8 diesel direct injection, intercooled turbo,",TorqShift 6-Speed Automatic,Four-wheel Drive,Diesel
Ford,F-350 XLT SuperCab,Triton 6.8L V-10 engine with 362HP,Automatic,Four-wheel Drive,Gasoline
Ford,F-350 XL,Engine: 6.2L 2-Valve SOHC EFI NA V8 (Flex-Fuel),Automatic,Rear-wheel Drive,E85 Flex Fuel
Ford,F-350 LARIAT,Intercooled Turbo Diesel V-8 6.7 L/406,Automatic,Four-wheel Drive,Diesel
Ford,F-350 XL,5.8L V8 16V MPFI OHV,,Rear-wheel Drive,Gasoline
Ford,F-350 Platinum,Engine: 6.2L 2-Valve SOHC EFI NA V8 Flex-Fuel -inc: Flex-Fuel ba,Automatic,Four-wheel Drive,
Ford,F-350,5.8L V8 16V MPFI OHV,4-Speed Automatic,Rear-wheel Drive,Gasoline
Ford,F-350 Platinum,"Powerstroke 6.7L V-8 diesel direct injection, intercooled turbo,",Auto,Four-wheel Drive,Diesel
Ford,F-350 XL,6.4L V8 32V DDI OHV Twin Turbo Diesel,6-Speed Manual,Four-wheel Drive,Diesel
Ford,F-350 XL,7.3L V8 16V DDI OHV Turbo Diesel,,Four-wheel Drive,Diesel
Ford,F-350 Lariat Crew Cab Super Duty,6.0L V8 32V DDI OHV Turbo Diesel,Automatic,Four-wheel Drive,Diesel
Ford,F-350 XL Crew Cab,"Powerstroke 6L V-8 diesel direct injection, intercooled turbo, d",Manual,Four-wheel Drive,Diesel
Ford,F-350 XLT Crew Cab Super Duty,6.0L  8 Cylinder Engine,Automatic,Four-wheel Drive,Diesel
Ford,F-350 Lariat Crew Cab Super Duty,350.0HP 6.4L 8 Cylinder Engine Diesel Fuel,5-Speed A/T,Four-wheel Drive,Diesel
Ford,F-350 XLT,6.4L V8 32V DDI OHV Twin Turbo Diesel,5-Speed Automatic,4WD,Diesel
Ford,F-350 XL,6.2L V8 16V MPFI SOHC Flexible Fuel,Automatic,Rear-wheel Drive,E85 Flex Fuel
Ford,F-350 XLT,6.0L V8 32V DDI OHV Turbo Diesel,,Four-wheel Drive,Diesel
Ford,F-350 XLT,"7.3L V-8 DEVCT variable valve control, engine with 430HP",Automatic,Four-wheel Drive,Gasoline
